"UrbanRural","Income","Race","Expenditure","KidsCount","LogIncome","LogExpenditure"
1,33000,1,3299.56319645264,1,10.4042628404486,9.63503605490081
1,17876,1,1959.74912529093,0,9.79121431005334,8.61250337122056
1,34580,1,9560.58714823264,2,10.4510307592373,8.98340839111623
2,38072,1,5389.29618914957,0,10.5472343828009,9.47470263910635
1,150000,1,3369.06432813288,0,11.9183905730784,9.66722920196586
1,168626,1,7525.29015942614,2,12.0354385238112,10.5650924676663
1,9000,1,6717.80837500111,3,9.10497985631836,8.68132531900998
1,73000,2,10025.193677365,0,11.1982147201305,8.83437339922082
1,56426,1,7983.2799223389,0,10.9406853241694,8.63998589769204
1,18576,1,3146.95707658946,0,9.82962570393767,8.51998927871824
2,22626,1,2843.08434143285,0,10.0268549664864,9.3419824810279
1,108540,1,8750.38609073837,0,11.5948740476174,9.48631922816843
1,1e+05,1,8728.13960577859,0,11.5129254649702,9.54536870238064
1,32476,1,2974.46416455294,3,10.3882566339823,8.76791301406536
2,31000,1,4093.21568911952,1,10.3417424834673,8.73600740063864
1,388086,1,5987.17982779211,0,12.8689822435293,10.4214680331592
1,32684,1,5731.90885546245,0,10.3946409405046,9.57394127598565
1,262500,1,9861.72990327298,0,12.4780063610138,9.91509492063554
1,70000,2,7112.24007375038,1,11.1562505210315,9.56526628725564
1,129097,1,6419.34543395838,0,11.7683193387646,9.51336661816256
1,210000,4,14686.3229975914,0,12.2548628096996,9.57180134458629
1,19470,1,4764.25393709079,0,9.87663009836625,8.07262336342731
1,27780,1,22918.0786119053,0,10.2320716163083,8.5709235138372
1,578933,1,14593.0242928472,2,13.2689420331064,11.3680214566047
1,6000,1,1265.06477238708,0,8.69951474821019,8.23130950090584
1,14948,1,2406.97722040159,1,9.61233279060538,8.73535637727366
1,52000,1,11277.7988234222,2,10.8589989975636,10.0689504345999
1,15984,1,9027.33040643723,0,9.67934350088833,9.17761054735326
1,109475,1,40040.8506312842,0,11.6034514916696,9.77278073276151
2,16304,1,4728.38108285142,2,9.69916575546251,9.02048047314393
1,13840,1,4409.65045061508,0,9.53531822917166,9.4511666581427
1,43000,1,3257.27303418093,0,10.6689553946757,9.53890283724301
1,52000,1,13202.4238918453,1,10.8589989975636,9.0724910878036
1,86927,1,10521.0670918834,1,11.3728239649519,9.61116137959069
1,373284,1,1460.13661458888,2,12.8300948030144,10.5037182241744
2,40445,2,16760.0851970481,0,10.6076983054521,8.89630749322376
1,32983,1,8585.30914633005,0,10.4037475561973,8.17435070778718
1,58326,2,13108.5694768111,0,10.9738032420491,8.8794724020748
1,210906,1,7980.30672531786,0,12.2591678155643,9.90610828541378
1,12414,6,8650.48900803804,0,9.4265801469736,7.64539769942863
1,184233,1,5367.63660001123,0,12.1239565398518,9.92138886367182
1,12500,1,5136.71379857807,0,9.43348392329039,8.1244468853367
1,156800,1,2082.8275517186,3,11.9627263868984,10.6732369158688
1,12000,1,1275.01391883569,2,9.39266192877014,11.0914201462612
1,129860,1,5095.1272052733,0,11.7742122260625,9.59915089250744
1,312829,4,36359.8591728714,1,12.6534119943533,12.2943031255699
1,2000,1,954.316730781046,0,7.60090245954208,8.94298365292058
1,26000,1,7146.7535200984,3,10.1658518170036,8.47663157966011
1,51176,1,10145.7613704148,0,10.84302595113,8.67265729404031
1,41980,1,5501.81915494707,3,10.6449485933746,9.65931186201064
1,343084,1,5618.07840249374,3,12.7457305941246,10.3490223754731
1,258200,1,21323.5219589762,1,12.4614897573947,11.1809875089439
1,39132,1,5023.15602377935,0,10.5746958255773,9.72328375171318
1,33300,1,4669.71382405262,0,10.4133126759685,8.94049821765273
1,32229,1,4156.36494757121,0,10.3806219473347,10.6426173860821
1,2400,2,2944.67404168601,0,7.78322401633604,6.58617165485467
1,126000,1,10035.1730137725,0,11.7440371859336,9.90216333614849
1,25960,1,6889.64031915234,2,10.164312170818,9.75780452986191
1,68000,1,15935.2155445047,4,11.1272629841582,9.11101713963716
1,32000,1,4020.42342418774,0,10.3734911817819,9.15778312123751
1,11304,2,1903.80302426103,0,9.33291192436436,7.12869648691753
1,79836,1,11172.9100228572,0,11.2877298095299,9.24727481976925
2,50000,1,5823.19689557597,3,10.8197782844103,10.1508221311556
1,30000,6,4492.43206599728,0,10.3089526606443,9.2695286686537
1,12000,1,12143.1856980106,0,9.39266192877014,8.30134796740135
1,28226,1,3466.03187755131,0,10.247998817974,8.73343296641365
2,110041,1,3990.13168599263,0,11.6086083026017,9.60069185581068
1,48285,1,8680.39469759655,0,10.784876232401,9.53659992911955
1,142154,2,3197.613472646,0,11.8646662559727,9.82231545734453
1,38826,1,5688.10941627748,0,10.5668454042853,9.26539657772426
1,110426,1,14980.4606926404,0,11.612100892344,10.5180905922186
1,67000,1,12400.2559801327,0,11.1124478983731,8.74584157927706
1,79968,1,8874.79836063184,0,11.2893818336347,10.740389777201
1,21126,2,18276.0269167812,0,9.95825978838311,8.7218468534166
1,40000,1,8058.65408708488,0,10.5966347330961,9.11250701162742
1,147100,1,13504.7221729099,0,11.8988679065895,9.95395488566157
1,55000,1,5916.49713769362,0,10.9150884642146,9.7682404088522
1,70000,4,3835.19002230894,0,11.1562505210315,9.21649639472615
1,7200,1,1947.76783430037,0,8.88183630500415,8.31727776622123
1,54915,1,22017.5035505645,0,10.9135418142224,9.10392375439454
1,107010,1,4980.16828752697,0,11.580677567021,9.79623636178915
1,30000,1,4189.0325821028,0,10.3089526606443,9.66629261628035
2,18108,1,1002.4951034388,0,9.80410910855585,8.2190566610606
1,70000,1,6828.26467396142,1,11.1562505210315,9.99263102998335
1,16194,1,10502.9804465311,0,9.69239608224606,8.71440336070394
1,1600,2,1828.66614194294,0,7.37775890822787,8.74161592422883
1,80000,1,7223.86201471894,0,11.289781913656,9.3441717196097
1,37625,1,10139.6300566221,0,10.5354240020512,9.12685005060641
1,89416,1,22193.947919876,3,11.4010549160654,9.57808630572391
1,110000,1,3566.65791484734,3,11.6082356447746,10.0447592242614
1,10000,1,6084.1577307151,0,9.21034037197618,7.42192524419884
1,98000,1,9185.25643356735,0,11.4927227576527,9.90906115611009
1,3600,2,2806.32246793539,1,8.1886891244442,8.66128487734385
1,67656,1,6368.82496799501,1,11.1221913214621,9.77980748162025
1,43000,1,10232.4075111446,0,10.6689553946757,9.56429110161039
1,2501,1,14705.1260918372,2,7.82444593087762,9.77206821366929
1,180000,5,4240.93794551779,1,12.1007121298723,9.66023695259427
1,62876,1,4942.01444833442,0,11.0489198118481,9.80266118651277
1,120000,1,12144.2670087184,0,11.6952470217642,8.81837619476505
1,81956,1,1767.24434243351,0,11.3139377968671,9.14699579380496
1,75000,2,5223.61256965889,0,11.2252433925184,9.2473085404391
1,43000,1,11411.0569516693,0,10.6689553946757,9.54282250872601
2,27071,1,11268.3231931205,0,10.2062183231894,8.38381038203839
1,121000,1,15057.5001374775,0,11.7035458245789,9.71688685928302
1,39588,1,6470.34228943773,0,10.5862813210166,9.07740878800191
1,7800,1,2329.27719333953,4,8.96187901267768,8.83804406164512
1,47437,1,12449.6068434824,0,10.767157793898,9.27774197807164
1,109686,1,27394.2094331114,0,11.6053770173351,9.5541995436028
1,136,1,773.813022365506,0,4.91265488573605,9.86209247716974
1,53000,1,7220.28746857478,0,10.8780471925343,9.03745615507209
1,89101,1,44108.3433431069,1,11.3975258367405,9.7450045735047
1,89000,1,7546.08628101133,1,11.3963916487143,9.59245154756185
1,140000,1,23931.1551836055,0,11.8493977015914,10.1677538531393
2,17837,1,6627.92271383431,0,9.7890302305583,8.75214672948981
1,40328,2,8089.15161501122,0,10.6048012957625,9.0250764907881
1,25428,1,2898.87713924962,0,10.1436062080563,9.34364673928441
1,79000,1,11148.9101743013,1,11.2772031314492,9.60020440708421
1,29500,1,7295.05194783832,0,10.2921455423279,9.30624127726785
1,90102,1,5252.11114132095,0,11.4086976409083,9.4442260198223
1,83000,1,8985.76144386431,1,11.3265958867787,9.34053496241325
1,20052,1,7206.57090395386,0,9.90608417838339,9.93342249761932
1,29026,1,8141.52025643782,0,10.2759472590303,8.66716371799253
1,15300,1,5258.63810058252,1,9.63560810738053,9.06340526385248
1,66372,1,8435.29286431799,0,11.1030305597827,10.2013303297505
1,8500,4,1678.34464024262,0,9.04782144247841,8.75487062827662
1,70000,1,2262.55810165212,0,11.1562505210315,9.41179031738058
1,343084,1,11599.1630625798,0,12.7457305941246,10.3504714779272
1,109200,1,15826.9924395908,0,11.6009363422929,9.63753436207128
1,12132,1,3405.69842853172,0,9.40360186880847,7.73236922228439
2,19446,1,3913.25222488263,0,9.8753966723696,8.35537989525363
1,93670,1,1796.11685588498,0,11.4475332462032,9.78429571248068
1,109000,1,13295.1159287526,2,11.5991031612113,9.64588842325718
1,67000,1,3756.52695458032,3,11.1124478983731,9.58846854786048
1,1e+05,1,7199.95621542192,0,11.5129254649702,10.6768162795926
1,43000,2,9607.92547461192,0,10.6689553946757,9.154277817463
1,74000,1,18253.7193456372,0,11.2118203721863,9.42641902556827
2,9926,1,3714.7439060648,0,9.20291285614739,8.3000441371497
1,143000,1,9239.0315717251,1,11.870599909242,9.36603984323513
1,4999,4,3510.10816557935,0,8.51699317141357,9.07515045046696
1,228000,1,26428.5033650407,0,12.3371009079366,9.91245968233433
1,60000,1,3464.38040669436,0,11.0020998412042,9.31814040957916
1,63920,1,10199.4538986201,0,11.0653875804402,9.49990816533817
1,44252,6,9541.16347131164,0,10.6976558471548,9.17295516285425
1,62020,1,18867.754233209,1,11.0352121926544,9.47006269574355
1,9458,2,7437.70753171716,0,9.15461622320382,7.60787807327851
1,97040,1,2336.97252531966,0,11.4828785436179,10.5934546820894
1,90000,1,36212.2972846579,0,11.4075649493124,9.86507151554413
1,31700,1,10329.29411602,0,10.3640719598654,8.73427037950047
1,49000,1,4788.90419196912,0,10.7995755770928,9.68827807430767
1,30000,1,3903.07282136706,0,10.3089526606443,8.92502217004634
1,128305,1,7623.80815931522,0,11.7621655210057,10.7707874993178
1,345084,1,8733.96720680062,0,12.7515431446383,10.0356241128342
1,49462,1,3290.20695517332,0,10.8089599769744,8.65425584180458
1,156000,1,10607.0689625508,3,11.9576112862317,10.2526744428475
1,50000,1,11904.999713786,0,10.8197782844103,9.52312351017535
1,2270,1,2883.32532951893,0,7.72753511047545,9.19735644441789
1,230000,1,28763.8312151187,0,12.3458345879053,11.0683210551948
1,13800,1,3279.54530402216,2,9.5324238711453,8.71874531648697
1,60000,1,20600.7010247474,0,11.0020998412042,9.22320723768301
1,123253,1,11118.888980113,0,11.7219944323795,10.074600695756
1,110000,1,3222.20337676362,0,11.6082356447746,9.43586109557614
1,15210,1,5550.81270487641,0,9.62970838525334,8.23906533176927
1,41906,1,935.550966091531,0,10.6431842937491,8.97068626853498
1,214474,1,10442.5503358104,0,12.2759437978822,9.87856709636638
1,39372,1,23713.5414917704,0,10.5808101827491,9.50106780261392
1,87000,1,7069.08560971582,0,11.3736633976367,9.63585316885378
2,123600,1,5343.01273334899,2,11.7248058240057,10.1842488603985
1,28700,1,1737.25004964344,1,10.2646524017477,8.99600170613903
1,63000,1,33325.7155184244,0,11.0508900053737,9.46985443231431
1,203000,1,6456.57210701003,0,12.2209612580239,9.92347398156718
1,14822,1,4366.72369618562,0,9.6038678425113,8.3243363327069
1,37626,1,4907.17443930421,0,10.5354505797711,8.43717548343021
2,20786,1,3537.73690567953,0,9.94203496214837,9.12336535796178
1,13578,1,2709.00583245075,0,9.51620611486159,9.26964647787359
1,34000,1,14952.391110736,0,10.4341158035983,9.06031366520381
1,172000,4,5280.98715386869,1,12.0552497557956,10.1835594950149
1,42200,1,10253.5671824502,1,10.6501755000241,8.88601506182556
1,78600,1,16882.2357418147,1,11.2721269784173,9.59779424049467
1,95000,1,15388.4026136482,0,11.4616321705827,9.24355753250966
1,9805,1,4469.16970389993,6,9.19064773863045,9.29359176323728
1,14412,6,10822.8073456335,0,9.57581647186798,8.7448067374019
1,18000,1,33354.0937429457,4,9.7981270368783,8.75640692290794
1,215000,1,12316.6830877423,0,12.2783933071098,10.0341648761777
1,65000,1,3498.72400699363,1,11.0821425488778,10.6273639690448
1,29000,1,2855.23406550887,0,10.2750511089686,8.72404474595347
1,413084,1,30065.1174609405,2,12.9314062410928,9.83162897705328
1,70000,1,5889.11162549992,0,11.1562505210315,9.77529047853087
1,50000,1,4884.3879080955,0,10.8197782844103,9.03771167526888
1,21000,1,3424.2591666074,0,9.95227771670556,8.58012105989893
2,54626,1,10162.4179105991,0,10.9082652388665,9.01942196795671
1,140750,2,11618.4456990434,2,11.8547405460019,10.1448946375454
1,25633,2,14924.6115973785,0,10.1516358628399,8.9749977258584
1,143514,1,28378.6910651402,1,11.8741878703987,10.3852499012667
1,31000,4,3616.1360406611,3,10.3417424834673,9.54035968318562
1,63000,1,8837.86144977195,2,11.0508900053737,9.22479538308928
1,12288,1,822.585915239617,3,9.41637845538745,9.07611731163326
1,33107,1,23135.0641447146,0,10.4075000193689,8.46600517569722
1,20000,2,14457.0337650448,0,9.90348755253613,7.77548582024091
1,16280,1,4459.15201314617,0,9.69769263955653,8.77202918946294
1,87000,1,10788.3040109198,0,11.3736633976367,9.81427649620663
1,36552,1,17726.058707448,0,10.5064911832431,9.36606125553094
1,45328,4,2332.16883618573,0,10.7216802220703,9.20306397307844
1,48000,1,10924.7238655682,5,10.77895628989,9.18962222572038
1,13107,1,3106.57289728488,0,9.48090171761955,8.28652137368124
2,38556,1,10212.3735328463,1,10.5598670089039,7.80941960458349
1,76400,1,6391.40510166988,0,11.2437379751546,10.1474038486656
1,24278,1,6652.47612921401,0,10.0973258694577,9.17895289873455
1,107200,1,9606.73425646329,1,11.5824515276188,9.50522767430307
1,24000,4,19018.4049555494,0,10.0858091093301,9.06122532537253
1,1e+05,1,21682.7730793182,0,11.5129254649702,9.70225837392907
1,45600,1,13034.8687187774,0,10.7276629955025,8.75992756720584
1,384334,1,5803.66053270379,0,12.859267245187,10.2779629482055
1,40050,1,5743.396416111,0,10.5978839524965,8.88861880730088
1,7200,1,2953.81273056149,0,8.88183630500415,7.31038309912623
1,51000,1,10029.4371373923,0,10.8395809117065,8.54471109691012
1,17958,1,3485.97765986163,0,9.79579097708075,7.85825418218603
1,92000,1,10070.6762639614,0,11.4295438560312,9.60861300950284
1,343084,1,27479.1756074067,0,12.7457305941246,9.9302025139219
1,50826,1,17766.2494724393,0,10.8361633136596,9.24802143894387
1,19156,1,7116.41255401887,0,9.8603712614625,9.17338071111652
1,27300,1,1735.37462230334,0,10.2146419811731,10.2580201152141
1,57035,1,11833.6628782057,0,10.951420393462,9.46337277591368
1,35400,1,2538.28651548804,0,10.4744670991219,9.46220354633508
1,110812,1,7478.47442089329,0,11.61559035068,9.54115377038857
1,131433,1,10814.2460410706,0,11.7862524950544,9.32143441948177
1,42126,1,3663.67907532271,0,10.6484204062453,10.1750593015654
1,2200,1,708.599496985436,0,7.69621263934641,8.48466999971068
1,12000,1,4695.49771743538,0,9.39266192877014,8.31918115636009
1,107340,1,11384.8777205973,0,11.5837566457308,9.40886330810815
1,32000,1,17475.5489997119,0,10.3734911817819,8.98281222234415
1,18612,1,6994.27314405898,0,9.83156181296454,8.79087775422416
1,11100,3,2832.07854362523,4,9.31470038730042,8.37890763564583
1,72000,4,7439.16072528099,2,11.1844213979982,9.82298223787648
1,25607,1,5003.19182771012,0,10.1506210305904,8.631458955385
1,44140,1,8377.4539238493,0,10.6951216798107,9.391327705757
1,37676,1,13148.9410626681,0,10.5367785659427,9.85025817989486
1,10614,2,4249.19926799439,0,9.26992916338784,7.96102146588337
1,95000,1,36866.499239652,0,11.4616321705827,9.09829087935324
1,1626,1,1069.52437803159,0,7.39387829010776,9.44398855593548
1,28000,2,10864.2682405321,1,10.2399597891573,8.95796109122679
2,40550,1,10138.1110077213,2,10.6102910595436,8.38379890939163
1,23736,1,48334.5217087853,0,10.0747481619707,8.43032723657957
1,110200,1,5672.06998638693,0,11.610052175701,10.1003179329644
1,84000,1,8367.02316202326,2,11.3385720778255,9.65519285242614
1,55000,2,6828.89341915247,1,10.9150884642146,9.27790556748527
1,343084,1,4578.07203893048,0,12.7457305941246,10.4637183855782
1,165640,1,15425.203387574,1,12.0175720376595,10.4483449723956
1,49452,1,10544.8930884256,0,10.8087577811268,9.76445534384057
1,92000,1,5119.86923691922,0,11.4295438560312,10.460857967221
1,343329,1,21432.4845168326,1,12.7464444500988,10.6977123401808
1,176960,2,20246.2886573659,1,12.0836789973161,10.2937374982223
1,46000,1,7805.04920514988,0,10.7363966754712,9.22500728501958
1,27402,4,16618.2034514686,1,10.2183712824131,9.44082094936591
1,13235,1,1862.25967089378,0,9.4906201146612,9.1292116472996
1,150000,1,3872.09760432216,2,11.9183905730784,10.5457558265222
1,100,1,1167.65726219988,0,4.60517018598809,8.18255929201724
1,52240,1,8112.43617125493,3,10.8636037639503,9.04936143255534
1,1e+05,1,5361.37137735324,0,11.5129254649702,10.2277859846105
1,160000,6,20993.7993435856,0,11.982929094216,9.91331740088405
2,43000,1,5261.56020817304,0,10.6689553946757,9.17389420620405
1,17400,1,5114.0682490518,0,9.76422548520262,9.08429518480219
1,143648,1,7994.55549217873,0,11.8751211415817,9.92913094713634
1,11634,1,5491.88944599046,0,9.36168712447071,7.76004068088038
1,27000,1,6010.96544238626,1,10.2035921449865,8.81217358124005
1,25000,6,10577.7615083,0,10.1266311038503,8.76565356631425
1,50000,1,10756.7062064858,0,10.8197782844103,9.20303878011466
1,12000,2,2187.24532357132,0,9.39266192877014,7.88212622193282
1,14000,1,4424.09534798423,0,9.5468126085974,9.93367722369918
2,26200,1,2255.83755222522,0,10.1735146897492,9.16607495567817
1,36531,2,5467.83046292946,0,10.5059164941751,8.88651286671214
1,110000,1,5253.10817724422,2,11.6082356447746,9.86991784234669
1,32378,1,4272.52931922338,2,10.3852344588015,9.41193336925995
1,28327,1,7271.58394507305,0,10.2515706924062,9.07686612057621
1,14826,6,7800.05538423347,0,9.60413767521666,9.88758680300445
1,3150,4,18855.7393667145,0,8.05515773181968,10.0852026754862
1,60000,1,5990.46718716953,0,11.0020998412042,9.53800848003191
1,87752,1,17998.8895439284,0,11.3822699330912,9.61089342902383
1,87600,6,2876.62120426692,0,11.3805362769245,9.39706887058834
1,18000,1,3552.02274587375,0,9.7981270368783,9.07351785525345
1,40000,1,5522.17507136062,0,10.5966347330961,9.17699039229463
1,110000,4,19973.8845298301,0,11.6082356447746,9.37795852829025
1,250000,1,4009.81963078331,0,12.4292161968444,10.128562565377
1,1e+05,1,24819.4828344751,0,11.5129254649702,10.8425295015163
1,10700,1,4318.9271947394,0,9.27799902045,6.92731277819767
1,125000,1,13695.620848642,0,11.7360690162844,10.3355540195246
1,55506,1,11378.5993147138,0,10.9242464019994,9.21525328383683
1,206000,1,18529.5759186673,0,12.2356314477717,10.4190320190303
1,18489,4,3900.43535631879,0,9.82493123963035,9.00017474195223
1,181700,1,4215.64305898725,0,12.1101122543843,10.018210359354
1,157000,2,2951.17481638941,2,11.9640010843304,9.52417496400608
1,93000,1,43029.0612846622,1,11.4403547721354,9.4463172231049
2,882,1,1671.31378339949,0,6.78219205600679,8.29704514908183
1,38375,1,6099.23531123102,0,10.5551614848895,9.41719192651341
1,77226,1,15646.0056669068,1,11.2544914668774,9.36866803035549
1,15526,1,2519.91374091597,0,9.65027131696563,8.81075792702617
1,33462,1,10006.4961061458,0,10.4181657456176,9.76316170119419
1,117371,1,5452.31168893714,0,11.6730951371226,10.095380502884
2,77000,1,31984.011022697,0,11.2515607008358,9.1299759675638
1,21074,1,9169.82929259121,0,9.95579533215947,9.58863981201158
1,343084,1,16122.2110610412,1,12.7457305941246,10.2970234598188
1,102000,2,31077.9117776935,0,11.5327280922664,9.16672801927501
1,37000,2,10636.2968139249,0,10.5186731916264,8.75837312093055
1,43226,1,7154.20479006478,0,10.6741974450439,9.29791617298194
1,99000,1,5137.09464339011,0,11.5028751291167,9.76555506069538
1,47932,2,5744.90737276278,0,10.7775386188024,9.48569679473733
1,3135,2,3467.02049203273,0,8.05038445306702,8.04622910107538
1,33000,2,6588.35721411705,0,10.4042628404486,8.77419697568586
1,64000,1,1423.61028922054,0,11.0666383623418,9.03327497732793
1,23016,4,1831.67529928701,2,10.0439449052314,9.0345574039436
1,17600,1,3836.11345370101,1,9.77565418102624,9.55238633221469
1,24048,1,4693.20710713127,3,10.0878071119928,8.79349829084468
1,75000,1,3400.06336799606,2,11.2252433925184,9.59734274792762
1,77000,1,32323.6022097586,2,11.2515607008358,9.65269977769181
1,24000,1,3416.41678896238,0,10.0858091093301,8.58378588878842
1,92000,1,24781.1431254998,2,11.4295438560312,10.1014876355398
1,75000,1,20934.9270427111,0,11.2252433925184,9.63053972926896
1,7440,2,4503.22399707551,3,8.91462612782714,9.03726592853889
1,52000,1,23034.0399397447,2,10.8589989975636,9.75456111340179
1,22000,1,7518.3555527955,0,9.99879773234045,9.37124675201465
1,80700,2,28470.1574904075,0,11.298493854258,9.5105745930614
1,58762,1,4363.80400692622,0,10.9812506664683,9.68366660650049
1,3200,1,4744.43633183809,0,8.07090608878782,8.36985260351753
1,35000,1,11163.0835551882,0,10.4631033404715,9.4595804358056
1,167000,1,5484.62534732579,1,12.0257490913989,10.3725376116533
1,37626,1,4050.50529670416,0,10.5354505797711,9.13097243659261
1,31000,2,10889.9931325869,0,10.3417424834673,8.58138792221468
1,28452,1,2059.35344322628,0,10.2559737358534,8.89576660405609
1,9085,1,1285.45628007632,2,9.11437998083027,8.67368398817567
1,99100,1,7179.68309600695,0,11.5038847203181,9.34847056638314
1,60000,1,3214.11496964913,0,11.0020998412042,9.09341321994689
1,16404,1,1821.78441265649,0,9.70528048651195,8.50116543033904
1,110100,1,25678.4277848973,0,11.6091443227108,9.15501263436667
2,46644,1,4806.27494931441,0,10.7502995806402,9.61368656343187
1,13328,1,9765.97339951145,0,9.49762236440662,10.5507478503236
1,57000,1,12545.7440529694,0,10.9508065468167,8.78710583352536
1,36000,1,10230.5874623237,0,10.4912742174382,8.47626702480359
1,43200,1,25858.4269403782,1,10.6735957742322,9.64867595126807
1,14580,1,8348.00080561925,0,9.58740600556265,8.03073492409854
1,41148,1,5288.28270037027,0,10.6249306022509,8.89617740858368
1,22494,1,1217.74675720488,0,10.021003885964,8.74416938875062
1,75000,1,5810.6959593088,0,11.2252433925184,9.48952394173708
1,85000,4,10738.5457010802,1,11.3504065354725,9.87755587412065
1,42000,1,7423.23272856594,0,10.6454248972655,8.9179137150969
1,103650,1,11724.6527612499,2,11.5487751178639,9.85656626592661
1,65200,1,3430.86048192556,0,11.0852147479147,8.7546734788305
1,2369,1,1397.7602854218,0,7.77022320415879,9.45069496002075
1,103000,1,7262.69874555841,0,11.5424842672118,9.66751202873726
1,150100,1,10843.5015579037,2,11.9190570176216,10.9357335760932
1,65000,6,3168.86813981778,0,11.0821425488778,9.27605789469317
1,85000,2,3264.05540322658,0,11.3504065354725,9.3257873567447
1,10824,1,3801.3414722394,0,9.28952116985062,7.70706265537047
1,27539,1,13151.824696975,0,10.2233584608028,9.71377877730816
1,138000,1,6498.0779330897,1,11.8350089641393,11.0798900122825
1,7200,1,12701.5215099837,0,8.88183630500415,7.68340368105383
1,132000,1,10548.6784250531,3,11.7905572015685,10.2259604650045
2,32926,1,9828.78355132903,0,10.402017898208,8.89160097505906
1,90000,1,3517.55996009929,0,11.4075649493124,9.64155444510708
1,105226,1,10112.9801975598,0,11.5638656970386,9.88359856641113
1,29200,1,9389.09780613098,0,10.2819239882564,9.40393151278842
1,12000,1,2944.51827869362,0,9.39266192877014,8.77092803701131
1,216553,1,9521.25027379755,4,12.2855906001603,10.0966061608221
1,27407,1,3627.38487068626,0,10.2185537342007,8.88502565805085
1,4500,1,1191.630951537,0,8.41183267575841,9.33542557954036
1,175015,1,21623.9474074529,2,12.0726269635181,10.0184466045014
1,403084,2,43042.9481413345,1,12.9069002559335,9.78188472513035
1,56556,1,17645.4662575647,0,10.9429865767117,9.59315079633896
1,10474,2,533.68681593774,0,9.25665127483943,7.45703208912238
1,40198,2,5444.93696927226,0,10.6015725221257,8.80308616438356
1,100346,1,12718.4560531002,2,11.5163794929417,9.35801008707659
1,55500,2,10579.6773489462,2,10.9241382997345,9.09689166826726
1,69500,1,29928.4254185311,0,11.1490820315529,9.11264483847646
1,62660,1,7286.22017245401,0,11.0454785645062,9.37243797122683
1,92000,1,33299.1182145774,1,11.4295438560312,9.54777643682285
1,107726,1,49327.0717839376,0,11.5873462453372,9.67327217973268
1,50619,1,13100.0171877803,0,10.8320822788664,9.58867407639235
1,62680,1,7434.19632809299,0,11.04579769647,8.80767134618398
2,23226,1,10248.0755040154,0,10.0530276198057,8.73894910841111
1,22000,6,2153.53704524313,0,9.99879773234045,8.33858474050452
1,123200,1,1936.44706958096,0,11.7215643300816,9.31363375558796
1,1602,1,4318.13934658208,0,7.3790081276283,8.21184486559553
1,109345,1,2129.15635495789,0,11.6022633003224,9.15219912590306
1,51800,1,9548.7310951326,0,10.8551454282476,9.75154000153732
1,35077,1,7591.0306733607,0,10.465300924015,9.81181076396422
1,12582,1,23807.3823182407,0,9.44002250012998,7.88332071488474
1,120000,1,6464.99000670702,1,11.6952470217642,9.31141571036245
1,18426,1,10884.475849342,0,9.82151798966888,7.85334586695282
1,35652,1,14645.8666803305,0,10.4815605252506,8.73593775334862
1,13000,1,6754.81227108743,0,9.47270463644367,7.85379900783305
1,24000,2,1415.67765274537,0,10.0858091093301,7.78211227357901
1,1626,2,2182.57728165635,0,7.39387829010776,7.78509726071772
